CustomerID,Gender,Age,Geography,Tenure,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,StreamingTV,OnlineSecurity,Churn
CUST00783,Male,18,Florida,23,Month-to-month,No,Bank transfer,22.03,536.71,Y,Yes,Yes,No
CUST00115,M,48,TEXAS,5,Month-to-month,Fiber optic,Electronic check,31.54,140.12,No,No,Yes,No
CUST00469,F,55,Florida,51,month-to-month,DSL,Bank transfer,98.61,4884.75,Yes,No,no,1
CUST00733,Female,29,New York,71,Month-to-month,Fiber optic,Credit card,43.23,2796.37,no,Yes,yes,N
CUST01014,female ,48,TEXAS,1,Month-to-month,Fiber optic,Electronic check,106.21,106.33,Yes,No,yes,1
CUST00056,Male,68,New York,20,Month-to-month,Fiber optic,Electronic check,113.54,2312.61,No,Yes,no,0
CUST00597,Male,53,Texas,48,Month-to-month,DSL,Credit card,78.5,3412.09,Yes,Yes,No,N
CUST00779,Female,46,TEXAS,68,Month-to-month,DSL,Bank transfer,102.94,7091.12,YES,Yes,No,Yes
CUST00990,Male,19,California,52,Month-to-month,Fiber optic,Bank transfer,33.61,1657.83,No,yes,No,Y
CUST00650,Male,35,New York,65,Month-to-month,Fiber optic,Credit card,47.18,2800.84,No,No,Yes,No
CUST01105,Male,52,,2,Two year,DSL,Credit card,112.21,192.82,yes,N,no,Yes
CUST00938,F,39,California,34,One year,Fiber optic,Bank transfer,65.4,1932.23,Yes,yes,Yes,1
CUST00104,Male,72,Texas,60,Two year,Fiber optic,Electronic check,89.21,5960.74,No,Yes,No,No
CUST00629,Female,41,California,63,One year,Fiber optic,Bank transfer,30.49,1663.63,Yes,No,No,No
CUST00367,Male,36,california,11,One year,Fiber optic,Bank transfer,58.46,604.66,Yes,yes,No,0
CUST00267,Female,49,Texas,47,Month-to-month,DSL,Electronic check,48.93,2486.76, No,Yes,Yes,N
CUST00649,Male,37,Texas,17,Two year,DSL,,39.97,619.92,no,No,NO,No
CUST00812,Male,55,,20,One year,fiber optic,Bank transfer,87.89,1836.81,No,No,Yes,FALSE
CUST00046,Male,57,California,39,month-to-month,Fiber optic,Bank transfer,82.09,2978.44,no,Yes,Yes,No
CUST00347,Female,38,california,27,month-to-month,DSL,Bank transfer,53.69,1554.85,No,Yes,No,No
CUST00766,Female,49,Texas,63,One year,DSL,Electronic check,94.78,5818.77,No,No,No,N
CUST00194,Male,63,Florida,37,One year,Fiber optic,Electronic check,73.94,2452.46,No,Yes,no,yes
CUST00101,Male,18,California,45,ONE YEAR,DSL,Bank transfer,107.03,4562.27,N,,No,no
CUST00005,Male,40,Texas,31,Month-to-month,No,electronic check,42.07,1146.38,Y,Yes,Yes,1
CUST00613,male,53,Texas,33,Two year,Fiber optic,Credit card,103.03,3601.36,Y,No,No,Yes
CUST01080,Female,22,Texas,12,Month-to-month,DSL,Mailed check,42.49,449.95,No,No,Yes,No
CUST00052, Male,38,California,67,One year,DSL,Credit card,62.01,4024.59,Yes,Yes,yes,No
CUST00262,Female,44,New York,32,Month-to-month,Fiber optic,electronic check,51.07,1803.92,Yes,Yes,Yes,yes
CUST01095,Female,47,TEXAS,43,month-to-month,DSL,Bank transfer,99.3,3860.52,yes,no,NO,No
CUST00440,Female,25,California,48,Two year,DSL,Mailed check,57.01,2515.86,Yes,no,no,
CUST00991,Female,45,california,49,Month-to-month,Fiber optic,electronic check,76.15,3336.82,yes,N,Y,No
CUST00775,Male,52,Texas,1,Month-to-month,No,electronic check,102.49,91.69,no,No,No,Yes
CUST00881,male,55,Texas,9,One year,Fiber optic,Electronic check,99.71,977.85,Yes,No,No,No
CUST00685,Female,41,Texas,3,ONE YEAR,DSL,Electronic check,87.15,260.96,yes,Yes,Yes,No
CUST00303,male,18,New York,39,Month-to-month,DSL,Mailed check,74.27,3270.89,No,yes,Y,No
CUST00339,Female,45,TEXAS,4,Month-to-month,No,CREDIT CARD,24.32,93.93,No,no,No,No
CUST00883,M,44,New York,35,Month-to-month,Fiber optic,Electronic check,50.56,1691.2,N,Y,No,No
CUST00312,female ,52,Florida,11,Month-to-month,Fiber optic,Electronic check,39.57,399.03,Yes,No,NO,Yes
CUST00148,Male,61,New York,19,One year,Fiber optic,Electronic check,85.51,1611.37,No,No,no,No
CUST00123,Male,18,Texas,25,Month-to-month,Fiber optic,,51.8,1384.33,No,No,NO,no
CUST01129,Male,42,Texas,24,Month-to-month,DSL,Electronic check,117.01,2949.04,Yes,No,no,No
CUST00568,F,41,New York,24,Month-to-month,DSL,Credit card,45.22,1012.44,No,No,yes,No
CUST00448,Female,41,Texas,47,month-to-month,DSL,Bank transfer,46.2,1905.18,no,No,Y,no
CUST00658,Male,47,New York,44,,Fiber optic,Bank transfer,52.01,2145.13,Yes,No,No,no
CUST00050,female ,41,California,61,Two year,,Credit card,50.44,2905.78,no,Yes,No,No
CUST00719,Male,44,California,11,One year,Fiber optic,Electronic check,92.3,958.8,No,No,No,Y
CUST00792, Male,48,California,58,Month-to-month,Fiber optic,electronic check,109.82,6682.35,No,yes,No,Yes
CUST00826,Male,82,Texas,62,Two year,Fiber optic,Bank transfer,50.98,3394.75,No,No,Yes,yes
CUST00351,Male,18,Texas,64,One year,Fiber optic,Electronic check,108.45,7282.78,No,Yes,Yes,No
CUST01153,M,28, Florida,25,month-to-month,No,Electronic check,94.47,2413.76,Yes,No,No,0
CUST00141,Female,29,California,47,One year,DSL,Mailed check,99.78,4085.9,Yes,Yes,No,No
CUST00466,Male,46,California,17,Month-to-month,No,Bank transfer,118.53,1730.3,yes,No,No,No
CUST00647,male,47,California,41,One year,DSL,Bank transfer,78.91,3468.34,No,No,yes,No
CUST00397,male,35,Texas,35,Two year,No,Electronic check,82.79,2632.02,No,No,No,No
CUST00915,Female,69,California,53,Month-to-month,DSL,Credit card,116.69,5518.04,yes,Yes,No,No
CUST00932,Female,27,Florida,54,One year,No,Credit card,41.35,2054.6,No,No,Yes,no
CUST00319,Female,52,New York,4,One year,No,,113.38,411.77,No,yes,Y,Yes
CUST00019,Male,38,California,41,Month-to-month,DSL,CREDIT CARD,88.43,3329.67,No,No,Yes,yes
CUST00678, Male,59,,16,Month-to-month,Fiber optic,electronic check,89.95,1469.08,No,No,Yes,no
CUST00035,M,41,TEXAS,12,Month-to-month,Fiber optic,Electronic check,83.48,900.6,No,Yes,yes,Yes
CUST00817,Female,43,California,64,One year,Fiber optic,Mailed check,68.24,4127.15,Yes,yes,yes,no
CUST00501,Male,45,california,37,month-to-month,Fiber optic,Electronic check,45.5,1441.27,yes,No,No,Yes
CUST00820,Male,42,Florida,30,month-to-month,DSL,Mailed check,65.21,2174.85,No,No,No,No
CUST01073,female ,18,TEXAS,1,month-to-month,No,Electronic check,92.59,105.6,Yes,yes,Yes,yes
CUST00405,Male,55,Florida,42,Month-to-month,Fiber optic,Mailed check,43.59,1614.7,no,Yes,yes,No
CUST00810,Female,29,Texas,57,One year,Fiber optic,Mailed check,113.98,6182.21,Yes,no,yes,N
CUST00858,Male,38,Florida,65,Month-to-month,fiber optic,Bank transfer,37.1,2474.85,No,No,No,No
CUST00533,Male,28,Texas,41,Month-to-month,Fiber optic,electronic check,60.45,2425.2,No,,Y,N
CUST00751,F,32,New York,69,Two year,DSL,Mailed check,55.17,3804.87,No,N,No,No
CUST01176,male,30,New York,26,,FIBER OPTIC,Credit card,96.35,2810.16,No,Yes,No,No
CUST00988,female ,41,Texas,35,Month-to-month,Fiber optic,Bank transfer,73.08,2339.84,No,N,no,
CUST00038,Female,32,California,21,Two year,DSL,Electronic check,92.22,2017.96,yes,No,No,Yes
CUST00174,Male,39,TEXAS,58,Month-to-month,DSL,Mailed check,99.39,6628.07,Yes,yes,No,TRUE
CUST00244, Male,47,New York,37,Month-to-month,DSL,Electronic check,81.41,3151.31,yes,No,Yes,No
CUST00803,,28,TEXAS,50,month-to-month,Fiber optic,Electronic check,111.93,5524.18,No,No,yes,No
CUST01087,male,45,California,40,One year,Fiber optic,Electronic check,96.2,4395.82,No,No,No,No
CUST00981,Female,77,California,64,Two year,Fiber optic,electronic check,68.46,4758.41,No,yes,No,No
CUST00777,Male,23,California,40,One year,No,electronic check,87.91,3353.02,No,No,no,No
CUST01186,Male,39,Texas,25,Two year,Fiber optic,Electronic check,83.4,2182.27,yes,Yes,No,1
CUST00485,F,47,New York,59,Month-to-month,Fiber optic,Bank transfer,105.09,6686.22,No,Yes,No,no
CUST00153,,42,California,11,month-to-month,DSL,Electronic check,32.08,345.58,Yes,No,Yes,N
CUST00632,Male,18,california,65,Two year,No,Mailed check,41.01,2508.78,Yes,no,No,No
CUST00656,Female,37,California,33,Month-to-month,DSL,Bank transfer,102.07,3318.29,Yes,Yes,Yes,No
CUST00846,F,51,New York,71,,Fiber optic,Mailed check,38.87,2545.19,Yes,No,No,Yes
CUST00286,Female,48,Florida,34,Month-to-month,DSL,Electronic check,43.0,1636.97,no,Yes,NO,No
CUST00619,Female,43,TEXAS,8,Two year,DSL,Credit card,72.59,575.39,No,Yes,Yes,No
CUST01128,M,18,Texas,19,Two year,DSL,Bank transfer,37.96,718.35,Yes,no,Yes,yes
CUST00679,Female,30,California,51,month-to-month,DSL,Mailed check,33.68,1608.75,Yes,No,No,N
CUST01020,Male,-10,California,6,One year,DSL,Bank transfer,76.4,452.63,Yes,Yes,yes,1
CUST00889,Male,28,New York,47,One year,DSL,Electronic check,62.36,3228.41,No,Yes,NO,0
CUST00477,Male,70,New York,38,Two year,Fiber optic,Mailed check,57.74,2004.63,Y,Y,No,No
CUST01145,F,35,California,15,Month-to-month,DSL,Electronic check,63.23,1043.3,Yes,no,NO,No
CUST00727,Female,24,TEXAS,10,One year,DSL,Credit card,106.08,1033.19,Yes,No,no,No
CUST00785,Female,44,Texas,57,Month-to-month,DSL,Bank transfer,45.65,2394.06,Yes,Yes,No,0
CUST00017,Female,41,New York,59,Month-to-month,DSL,Mailed check,112.83,7065.52,Yes,no,yes,Yes
CUST00126,F,46,New York,66,Two year,FIBER OPTIC,Bank transfer,83.98,6366.02,N,Yes,yes,No
CUST00321,Female,38,TEXAS,29,One year,Fiber optic,electronic check,113.0,3635.2,yes,No,No,N
CUST00254,Female,45,New York,23,One year,DSL,electronic check,89.32,1914.06,No,no,N,Yes
CUST00961, Male,19,California,25,Month-to-month,DSL,Bank transfer,110.6,3139.54,No,No,yes,no
CUST01180,Female,21,Texas,61,Month-to-month,Fiber optic,Electronic check,94.97,6340.69,No,no,NO,Yes
CUST00189,Male,30,Texas,25,Two year,,Electronic check,55.48,1354.96,No,No,No,
CUST00114,F,53,Texas,28,Month-to-month,No,Credit card,62.2,1880.49,No,yes,Yes,No
CUST01174,Male,44,TEXAS,37,One year,No,Electronic check,47.68,1559.88,yes,No,yes,Yes
CUST00955,Female,36,Florida,70,One year,Fiber optic,Credit card,113.25,8503.68,No,Yes,Yes,0
CUST00600,Male,57,Florida,46,Two year,,Credit card,49.09,2410.28,no,no,No,No
CUST00179,Male,56,Texas,2,One year,Fiber optic,Mailed check,71.83,129.28,yes,Yes,No,No
CUST00300,Female,58,California,32,One year,DSL,Mailed check,69.42,1904.74,No,N,yes,
CUST00492,Female,50,New York,8,Month-to-month,Fiber optic,Electronic check,99.71,807.11,No,Yes,No,Yes
CUST00346,Female,31,California,39, Two year,DSL,Bank transfer,108.76,4520.86,N,Y,Yes,
CUST01038,Male,59,Texas,41,One year,fiber optic,Electronic check,61.41,2597.44,N,Yes,Yes,No
CUST01069,male,18,Texas,56,Two year,DSL,Electronic check,113.75,6685.97,No,No,yes,Y
CUST00737,Male,69,California,69,One year,DSL,Credit card,93.09,6805.23,yes,Yes,Yes,
CUST01198,Female,33,New York,54,One year,Fiber optic,Mailed check,29.93,1677.9,Yes,Yes,NO,FALSE
CUST00974,male,42,New York,55,One year,DSL,Electronic check,94.04,4585.92,no,Y,N,No
CUST00513,M,40,New York,5,Two year,Fiber optic,Bank transfer,109.36,599.18,Yes,Yes,No,Yes
CUST00370,Male,42,Texas,68,Month-to-month,No,Credit card,47.45,3020.34,No,Yes,no,N
CUST00045,Female,34,California,44,One year,No,Bank transfer,62.49,2597.33,No,No,NO,N
CUST00472,Male,23,california,6, Two year,No,Credit card,81.06,432.03,,N,no,no
CUST00156,male,26,Texas,15,One year,fiber optic,Electronic check,97.89,1569.26,No,yes,yes,Yes
CUST01049,F,43,New York,57,Month-to-month,DSL,Electronic check,30.05,1688.96,No,yes,Yes,No
CUST00170,Male,51,Texas,26,Month-to-month,DSL,Mailed check,97.38,2488.68,No,Yes,No,FALSE
CUST00016,Male,49,Florida,20,,DSL,electronic check,38.82,794.42,Yes,Yes,No,no
CUST00507,Female,53,Texas,12,Month-to-month,Fiber optic,Mailed check,108.19,1375.97,Y,No,No,No
CUST00048,Female,47,New York,56,Month-to-month,Fiber optic,Mailed check,46.16,2928.43,No,No,Yes,No
CUST00190,F,46,Texas,20,Month-to-month,DSL,Mailed check,59.32,1349.17,No,yes,No,0
CUST00542,Male,46,california,54,Two year,Fiber optic,Electronic check,63.81,3785.53,No,No,No,Yes
CUST00511,Male,42,Florida,35,Two year,,CREDIT CARD,50.59,1902.35, No,Yes,No,No
CUST00997,M,55,California,43,One year,DSL,Mailed check,59.29,2358.76,N,Yes,Yes,No
CUST00956,male,40,Texas,58,Month-to-month,Fiber optic,Mailed check,20.31,1055.89, No,no,Yes,Yes
CUST00821,male,47,,27,Month-to-month,No,Electronic check,79.39,1845.09,No,Yes,No,FALSE
CUST01003,Male,57,TEXAS,59,Two year,DSL,Electronic check,108.21,5882.45,No,No,No,no
CUST00476,Female,51,Florida,65,One year,No,Bank transfer,88.56,5867.6,Yes,N,No,No
CUST01130,Female,20,Texas,18,One year,DSL,Electronic check,99.56,1547.69,yes,no,No,No
CUST00282,Male,23,New York,1,Month-to-month,Fiber optic,Bank transfer,76.8,72.38,Yes,Yes,No,No
CUST01033,Female,54,California,61,One year,dsl,Bank transfer,43.34,2749.29,Yes,No,Yes,No
CUST00790,Female,27, Florida,46,Month-to-month,Fiber optic,Credit card,40.06,2014.92,yes,Yes,Yes,no
CUST00984,Female,71,New York,21,Two year,No,Mailed check,27.9,597.25,No,No,N,no
CUST00224,Male,41,New York,56,One year,DSL,Electronic check,95.89,5646.42,Y,yes,Yes,No
CUST00026,Male,60,Texas,61,Two year,Fiber optic,,75.87,4440.4,No,Yes,no,Yes
CUST00281,Female,75,California,32, Two year,Fiber optic,CREDIT CARD,105.29,2992.71,No,no,no,Yes
CUST01150,male,30,California,4,Month-to-month,fiber optic,Bank transfer,113.2,510.01,No,No,No,
CUST00434,M,35,california,30,One year,Fiber optic,Electronic check,45.37,1188.57,No,Yes,No,yes
CUST01168,Male,45,New York,64,Two year,dsl,,73.96,4585.43,no,Yes,Y,No
CUST00362,female ,50,Texas,67,,FIBER OPTIC,Credit card,100.19,6552.52,No,No,Y,0
CUST00228,Female,18,California,7,One year,Fiber optic,,500.0,3051.17,Yes,No,No,Yes
CUST00037,Male,50,california,59, Two year,DSL,Mailed check,57.28,3875.83,yes,Yes,no,No
CUST00663,Male,41,California,14,One year,Fiber optic,Credit card,51.13,756.06,No,Yes,no,No
CUST00742,Female,61,New York,56,One year,fiber optic,Mailed check,-50.5,-2538.17,yes,No,N,no
CUST01181,Male,52,Texas,28,Month-to-month,Fiber optic,Electronic check,29.59,762.97,Yes,yes,Yes,No
CUST00372,Male,38, Florida,53,Month-to-month,DSL,Credit card,84.38,4579.45,No,No,yes,Yes
CUST00465,female ,35,California,44,Month-to-month,fiber optic,Bank transfer,94.6,4082.28,Yes,Yes,No,N
CUST00873,Male,36,Texas,19,Month-to-month,Fiber optic,Electronic check,115.77,2243.14,No,N,No,No
CUST01085,Male,54,New York,1,Two year,Fiber optic,Bank transfer,72.21,78.87,No,yes,no,1
CUST01182,F,52,California,57,One year,Fiber optic,Bank transfer,30.61,1559.71,yes,No,No,No
CUST00681,Male,43,Texas,68,Two year,DSL,Mailed check,22.8,1638.16,No,No,No,No
CUST00032,Male,21,Texas,1,Month-to-month,DSL,Bank transfer,91.45,94.44,No,Y,Y,N
CUST00633,Female,-10,California,21,Two year,dsl,Electronic check,21.75,524.43,No,Yes,Yes,Y
CUST01041, Male,30, Florida,56,ONE YEAR,Fiber optic,Electronic check,72.22,4472.36,Yes,no,yes,No
CUST00193,Male,47,California,10,Month-to-month,No,Electronic check,91.21,971.86,no,No,No,Yes
CUST01108,Male,32,california,23,Month-to-month,DSL,Electronic check,56.66,1271.84,yes,No,No,
CUST01115,Female,22,California,65,Month-to-month,Fiber optic,Electronic check,51.31,2992.37,Yes,No,Yes,No
CUST00970,Male,26,california,31,One year,,Bank transfer,79.05,2801.84,No,Yes,No,0
CUST00499,M,55,California,60,Month-to-month,Fiber optic,Electronic check,76.96,5240.44,N,Yes,No,Yes
CUST00906,Female,32,Florida,45,Month-to-month,DSL,Credit card,93.77,4637.99,No,Yes,Yes,no
CUST00996,Female,32,California,20,One year,DSL,electronic check,45.54,809.7,Yes,Yes,no,no
CUST01184,female ,27,Florida,21,One year,DSL,Bank transfer,117.11,2534.86,yes,No,no,no
CUST01090,female ,42,California,30,Month-to-month,,Bank transfer,31.15,974.51,No,No,Yes,Yes
CUST00793,male,35,Texas,37,One year,DSL,Bank transfer,69.13,2803.93,No,No,No,No
CUST00573,Male,52, Florida,72,Month-to-month,No,Electronic check,111.38,7991.88,No,No,No,No
CUST00159,Female,33,,5,Month-to-month,No,Bank transfer,66.72,293.41,Yes,Yes,Yes,1
CUST00674,M,32,New York,12,Month-to-month,dsl,Credit card,32.87,343.72,Yes,Yes,Yes,no
CUST00946,Female,41,Texas,10,Month-to-month,No,Electronic check,102.02,1017.94,Yes,yes,no,No
CUST01132,Male,20,Florida,71,One year,Fiber optic,Electronic check,86.53,6326.69,Yes,Yes,no,No
CUST00161,Female,44,Florida,21,Month-to-month,FIBER OPTIC,electronic check,106.09,2120.49,Yes,No,yes,Yes
CUST00814,Male,45,california,45,Month-to-month,dsl,electronic check,36.59,1820.59,Yes,Yes,Y,Yes
CUST00698,,62,TEXAS,26,One year,Fiber optic,Mailed check,71.07,1592.95,No,No,Yes,yes
CUST01021,Female,44,Texas,13,One year,No,Credit card,78.24,1158.71,No,Yes,NO,Yes
CUST00868,Female,46, Florida,63,Two year,dsl,Electronic check,57.18,4134.79,No,No,yes,
CUST00886,Male,47,California,22,Two year,Fiber optic,Electronic check,71.37,1653.87,No,Yes,No,N
CUST00904,Female,30,New York,26,Two year,DSL,Electronic check,112.59,2954.43,Yes,Yes,No,No
CUST01199,male,27,California,51,One year,DSL,electronic check,63.19,2805.31,Yes,No,yes,no
CUST00151,Male,37,New York,2,Two year,No,electronic check,104.2,189.04,Y,Yes,no,Yes
CUST00998,Male,40,california,46,Month-to-month,No,Mailed check,89.0,3694.22,No,No,N,Yes
CUST00564,M,58,California,25,Month-to-month,Fiber optic,Electronic check,101.5,2812.89,No,yes,No,TRUE
CUST00505,male,39,california,49,Month-to-month,fiber optic,Electronic check,112.46,5616.29,No,Yes,Y,No
CUST00110,Male,44,Texas,9,Month-to-month,DSL,Bank transfer,93.55,737.29,No,No,No,Y
CUST00225,female ,24,California,11,One year,Fiber optic,Mailed check,33.2,343.29,Yes,yes,No,N
CUST01005, Male,29,California,72,One year,DSL,Mailed check,32.62,2119.12,No,yes,No,0
CUST00844,male,44,california,60,One year,DSL,Bank transfer,51.92,3461.77,No,Yes,No,No
CUST00102,Female,28,New York,15,Month-to-month,Fiber optic,Electronic check,42.37,543.93,N,yes,Yes,0
CUST00418,male,39, Florida,45,Month-to-month,Fiber optic,Credit card,104.13,5236.1,No,No,No,No
CUST00416,male,53,california,16,Month-to-month,,Credit card,30.35,499.51,no,yes,Yes,Yes
CUST00957,Male,45,Texas,38,One year,DSL,electronic check,53.79,1991.83,Yes,no,No,0
CUST00618,Female,47,California,58,month-to-month,Fiber optic,Credit card,24.84,1472.73,No,No,Yes,
CUST00580,Male,49,California,41,Month-to-month,DSL,Bank transfer,97.28,3655.36,N,yes,No,No
CUST01063,,55,,31,One year,DSL,electronic check,88.03,2775.08,No,No,No,No
CUST00910,Male,52, Florida,26,Month-to-month,DSL,Electronic check,33.03,937.74,No,yes,No,0
CUST00666,Male,68,California,31,Two year,DSL,Bank transfer,84.27,2710.38,No,N,No,No
CUST00118,Female,37,New York,70,One year,No,Credit card,87.15,5670.52,No,Yes,No,No
CUST00053,F,35,Florida,16,Month-to-month,Fiber optic,Electronic check,105.76,1902.6,Yes,yes,Yes,No
CUST00150,Male,47,California,45,ONE YEAR,DSL,electronic check,112.17,5513.29,N,No,Yes,No
CUST00401,M,32,Texas,8,Month-to-month,DSL,Credit card,38.81,325.02,no,No,No,no
CUST01190,Male,40,Florida,21,Month-to-month,fiber optic,Electronic check,39.66,896.44,Yes,no,,Y
CUST00206,Female,26,Texas,16,Month-to-month,Fiber optic,Credit card,108.33,1514.94,No,Yes,Yes,No
CUST01136,F,36,Florida,26,Month-to-month,fiber optic,Mailed check,103.31,2393.74,Yes,Yes,Yes,No
CUST00652,Female,51,Florida,67,Month-to-month,Fiber optic,Bank transfer,69.93,4203.27,Y,No,Yes,FALSE
CUST01099,M,56,New York,29,Two year,Fiber optic,electronic check,100.67,2486.86,No,No,yes,Yes
CUST00231,Female,52,Texas,9,Two year,DSL,Electronic check,46.49,480.68,Yes,No,No,yes
CUST00009,Female,55,Texas,0,One year,No,Electronic check,109.2,0.0,No,No,No,No
CUST00158,male,48,TEXAS,43,Two year,No,Credit card,41.89,2062.9,No,Yes,No,yes
CUST00036,Male,18,Texas,14,Month-to-month,No,Electronic check,46.09,621.93,Yes,Yes,No,Yes
CUST00449,Female,32,Texas,48,One year,DSL,Bank transfer,47.31,2546.68,No,No,NO,No
CUST00645,Female,78,Texas,4,One year,DSL,Bank transfer,38.98,161.58,No,Yes,no,1
CUST00252,Male,50,California,50,month-to-month,DSL,Bank transfer,80.69,3558.88,Yes,No,yes,0
CUST00302,Female,33,New York,12,ONE YEAR,fiber optic,Bank transfer,83.51,951.67,Yes,No,No,0
CUST00887,Male,29,California,40,ONE YEAR,Fiber optic,Bank transfer,89.0,3795.95,Yes,No,no,Yes
CUST01051,male,42,Texas,57,One year,Fiber optic,Electronic check,72.92,3651.54,N,,Yes,Yes
CUST00871,Male,41,New York,62,Month-to-month,Fiber optic,Bank transfer,81.69,5305.2,yes,No,No,Yes
CUST00566,male,56,New York,39,Month-to-month,No,Electronic check,108.15,4015.82,no,No,No,No
CUST01001,,47,Texas,53,Month-to-month,DSL,Electronic check,23.57,1067.4,No,N,Yes,No
CUST01134,male,60,Texas,39,One year,DSL,Electronic check,90.87,3332.8,Yes,Yes,No,no
CUST00617,Female,33,New York,37,Month-to-month,FIBER OPTIC,,40.09,1649.19,No,No,yes,Yes
CUST00343,Female,50,Texas,49,Month-to-month,Fiber optic,Mailed check,90.54,3773.24,No,yes,Yes,1
CUST01197,Female,32,Texas,9,Two year,Fiber optic,Bank transfer,91.43,912.79,No,Yes,No,0
CUST00261,Male,49,New York,38,Month-to-month,Fiber optic,Credit card,92.19,3929.21,No,No,No,No
CUST00149, Male,37,california,58,One year,DSL,Credit card,63.57,4001.88,YES,N,Yes,yes
CUST00468,Male,30,Texas,35,One year,Fiber optic,Electronic check,111.37,4107.44,No,Yes,yes,1
CUST00634,Male,45,California,30,Month-to-month,DSL,Credit card,116.72,3100.79,yes,yes,Yes,N
CUST01191,Female,31,California,50,Two year,Fiber optic,Electronic check,45.11,2431.35,Yes,No,No,No
CUST01131,Female,38, Florida,4,Month-to-month,No,Credit card,89.79,347.87,Yes,No,N,
CUST00546,Female,35,california,18,One year,FIBER OPTIC,Mailed check,76.56,1570.52,No,no,Yes,no
CUST00918,Female,38,california,69,Month-to-month,DSL,Mailed check,68.24,5386.51,Yes,N,yes,
CUST00484,female ,29,California,9,month-to-month,DSL,Credit card,67.51,576.03,No,No,No,Yes
CUST01083,Male,25,Texas,54,Month-to-month,FIBER OPTIC,Electronic check,26.23,1528.01,No,,No,Y
CUST00145,Female,60,,22,Two year,Fiber optic,Credit card,48.42,947.74,No,Yes,No,FALSE
CUST00400,Female,46,Texas,66,Two year,No,Electronic check,109.66,6681.68,no,Yes,no,Y
CUST00944,Female,70,California,15,Month-to-month,,Bank transfer,50.9,865.72,Yes,N,Y,No
CUST01126,Female,48,California,56,Month-to-month,Fiber optic,Mailed check,68.08,3564.57,no,Yes,No,Yes
CUST00653,Female,35,california,70,Two year,Fiber optic,Electronic check,100.22,6328.9,,No,Yes,Yes
CUST00459,Female,61,Florida,36,One year,DSL,Bank transfer,39.97,1403.96,YES,No,No,0
CUST00185,M,25,California,14,One year,No,Bank transfer,106.44,1707.12,No,Yes,No,no
CUST00602,Female,36,California,61,One year,Fiber optic,Bank transfer,71.64,4402.34,No,no,No,no
CUST00142,Male,49,New York,39,One year,DSL,Mailed check,117.17,4210.46,No,Yes,Yes,no
CUST00744, Male,18,Florida,24,Two year,DSL,Electronic check,27.61,673.03,Yes,No,yes,no
CUST00971,male,28,Florida,27,One year,DSL,Mailed check,116.65,3016.02,Yes,No,No,no
CUST00196,F,47,New York,34,Month-to-month,DSL,,55.96,2170.18,yes,Yes,No,0
CUST00874,Male,32,california,7,One year,DSL,Credit card,91.76,678.12,Yes,yes,no,1
CUST00278,male,29,TEXAS,30,Month-to-month,DSL,Electronic check,98.14,3239.73,Yes,yes,No,no
CUST00292,Female,18,Texas,52,Month-to-month,Fiber optic,,105.93,5353.65,Yes,Yes,N,No
CUST01091,F,30,California,46,One year,No,Electronic check,61.98,2445.87,Yes,No,yes,No
CUST00398,Male,36,New York,24,month-to-month,DSL,Electronic check,75.85,1927.63,No,No,Yes,yes
CUST00121,Male,39,Texas,70,One year,DSL,Bank transfer,111.54,7132.73,No,no,No,yes
CUST00201,Male,52,New York,37,Month-to-month,Fiber optic,Credit card,87.5,3319.26,Yes,Yes,no,Yes
CUST00828,Female,31,New York,1,month-to-month,DSL,Bank transfer,78.22,68.8,No,No,No,No
CUST00245,Female,64,Texas,37,Two year,Fiber optic,Credit card,100.57,3171.66,,Yes,Yes,no
CUST01141,Female,47,California,38,One year,DSL,Credit card,24.5,840.42,Yes,Yes,Yes,Yes
CUST00382,male,49,California,70,One year,Fiber optic,Credit card,54.77,3851.67,No,No,NO,FALSE
CUST00847,Male,76,California,4,One year,No,Electronic check,20.98,94.31,Y,No,No,N
CUST00218,M,65,Texas,11,One year,Fiber optic,Bank transfer,50.11,554.98,No,yes,no,No
CUST00635,Male,43,New York,22,One year,No,Credit card,116.79,2773.22,,Yes,No,no
CUST00002,female ,61,california,70,ONE YEAR,Fiber optic,Electronic check,28.88,2298.89,Yes,yes,yes,yes
CUST00111, Male,49,California,15,,Fiber optic,Credit card,30.46,454.98,No,No,Y,No
CUST00691,Male,57,California,53,Two year,DSL,Bank transfer,57.49,3469.2,N,no,Yes,
CUST00941,Female,24,Texas,15,Two year,DSL,Mailed check,43.66,616.04,Y,yes,No,No
CUST01081,Female,32,California,43,Month-to-month,,Bank transfer,56.29,2671.26,No,No,No,Yes
CUST00438,,45,California,42,Month-to-month,No,Mailed check,64.27,2731.86,yes,Yes,No,yes
CUST00657,Male,44,New York,69,One year,DSL,Credit card,44.29,3142.02,yes,N,no,No
CUST01098,Male,42,california,33,Month-to-month,DSL,Credit card,86.66,2722.36,No,Yes,Yes,no
CUST00316,Male,73,New York,7,Month-to-month,No,Mailed check,115.38,879.22,No,Yes,No,Y
CUST00642,male,25,California,6,Month-to-month,FIBER OPTIC,Mailed check,101.01,671.54,No,Yes,Yes,yes
CUST00702,Female,39,Texas,1,Month-to-month,DSL,electronic check,89.8,101.01,Yes,Yes,Yes,Yes
